W,p,caught
1,0.01,false
1,0.02,false
1,0.03,false
1,0.04,false
1,0.05,false
1,0.060000000000000005,true
1,0.07,false
1,0.08,false
1,0.09,false
1,0.09999999999999999,false
1,0.10999999999999999,false
1,0.11999999999999998,false
1,0.12999999999999998,false
1,0.13999999999999999,false
1,0.15,false
1,0.16,false
1,0.17,false
1,0.18000000000000002,true
1,0.19000000000000003,false
1,0.20000000000000004,false
1,0.21000000000000005,true
1,0.22000000000000006,true
1,0.23000000000000007,false
1,0.24000000000000007,false
1,0.25000000000000006,true
1,0.26000000000000006,true
1,0.2700000000000001,true
1,0.2800000000000001,true
1,0.2900000000000001,true
1,0.3000000000000001,false
1,0.3100000000000001,true
1,0.3200000000000001,false
1,0.3300000000000001,true
1,0.34000000000000014,false
1,0.35000000000000014,false
1,0.36000000000000015,true
1,0.37000000000000016,true
1,0.38000000000000017,true
1,0.3900000000000002,false
2,0.01,false
2,0.02,false
2,0.03,false
2,0.04,true
2,0.05,true
2,0.060000000000000005,false
2,0.07,true
2,0.08,true
2,0.09,false
2,0.09999999999999999,false
2,0.10999999999999999,true
2,0.11999999999999998,true
2,0.12999999999999998,false
2,0.13999999999999999,false
2,0.15,true
2,0.16,true
2,0.17,true
2,0.18000000000000002,true
2,0.19000000000000003,true
2,0.20000000000000004,false
2,0.21000000000000005,false
2,0.22000000000000006,true
2,0.23000000000000007,true
2,0.24000000000000007,true
2,0.25000000000000006,true
2,0.26000000000000006,true
2,0.2700000000000001,true
2,0.2800000000000001,true
2,0.2900000000000001,true
2,0.3000000000000001,true
2,0.3100000000000001,true
2,0.3200000000000001,true
2,0.3300000000000001,true
2,0.34000000000000014,true
2,0.35000000000000014,true
2,0.36000000000000015,true
2,0.37000000000000016,true
2,0.38000000000000017,true
2,0.3900000000000002,true
3,0.01,true
3,0.02,false
3,0.03,true
3,0.04,true
3,0.05,true
3,0.060000000000000005,false
3,0.07,true
3,0.08,true
3,0.09,true
3,0.09999999999999999,true
3,0.10999999999999999,true
3,0.11999999999999998,true
3,0.12999999999999998,true
3,0.13999999999999999,true
3,0.15,true
3,0.16,true
3,0.17,true
3,0.18000000000000002,true
3,0.19000000000000003,true
3,0.20000000000000004,true
3,0.21000000000000005,true
3,0.22000000000000006,true
3,0.23000000000000007,true
3,0.24000000000000007,true
3,0.25000000000000006,true
3,0.26000000000000006,true
3,0.2700000000000001,true
3,0.2800000000000001,true
3,0.2900000000000001,true
3,0.3000000000000001,true
3,0.3100000000000001,true
3,0.3200000000000001,true
3,0.3300000000000001,true
3,0.34000000000000014,true
3,0.35000000000000014,true
3,0.36000000000000015,true
3,0.37000000000000016,true
3,0.38000000000000017,true
3,0.3900000000000002,true
4,0.01,true
4,0.02,true
4,0.03,true
4,0.04,true
4,0.05,true
4,0.060000000000000005,false
4,0.07,true
4,0.08,true
4,0.09,true
4,0.09999999999999999,true
4,0.10999999999999999,true
4,0.11999999999999998,true
4,0.12999999999999998,true
4,0.13999999999999999,true
4,0.15,true
4,0.16,true
4,0.17,true
4,0.18000000000000002,true
4,0.19000000000000003,true
4,0.20000000000000004,true
4,0.21000000000000005,true
4,0.22000000000000006,true
4,0.23000000000000007,true
4,0.24000000000000007,true
4,0.25000000000000006,true
4,0.26000000000000006,true
4,0.2700000000000001,true
4,0.2800000000000001,true
4,0.2900000000000001,true
4,0.3000000000000001,true
4,0.3100000000000001,true
4,0.3200000000000001,true
4,0.3300000000000001,true
4,0.34000000000000014,true
4,0.35000000000000014,true
4,0.36000000000000015,true
4,0.37000000000000016,true
4,0.38000000000000017,true
4,0.3900000000000002,true
5,0.01,false
5,0.02,false
5,0.03,false
5,0.04,true
5,0.05,true
5,0.060000000000000005,true
5,0.07,true
5,0.08,true
5,0.09,true
5,0.09999999999999999,true
5,0.10999999999999999,true
5,0.11999999999999998,true
5,0.12999999999999998,true
5,0.13999999999999999,true
5,0.15,true
5,0.16,true
5,0.17,true
5,0.18000000000000002,true
5,0.19000000000000003,true
5,0.20000000000000004,true
5,0.21000000000000005,true
5,0.22000000000000006,true
5,0.23000000000000007,true
5,0.24000000000000007,true
5,0.25000000000000006,true
5,0.26000000000000006,true
5,0.2700000000000001,true
5,0.2800000000000001,true
5,0.2900000000000001,true
5,0.3000000000000001,true
5,0.3100000000000001,true
5,0.3200000000000001,true
5,0.3300000000000001,true
5,0.34000000000000014,true
5,0.35000000000000014,true
5,0.36000000000000015,true
5,0.37000000000000016,true
5,0.38000000000000017,true
5,0.3900000000000002,true
6,0.01,false
6,0.02,false
6,0.03,false
6,0.04,true
6,0.05,true
6,0.060000000000000005,true
6,0.07,true
6,0.08,true
6,0.09,true
6,0.09999999999999999,true
6,0.10999999999999999,true
6,0.11999999999999998,true
6,0.12999999999999998,true
6,0.13999999999999999,true
6,0.15,true
6,0.16,true
6,0.17,true
6,0.18000000000000002,true
6,0.19000000000000003,true
6,0.20000000000000004,true
6,0.21000000000000005,true
6,0.22000000000000006,true
6,0.23000000000000007,true
6,0.24000000000000007,true
6,0.25000000000000006,true
6,0.26000000000000006,true
6,0.2700000000000001,true
6,0.2800000000000001,true
6,0.2900000000000001,true
6,0.3000000000000001,true
6,0.3100000000000001,true
6,0.3200000000000001,true
6,0.3300000000000001,true
6,0.34000000000000014,true
6,0.35000000000000014,true
6,0.36000000000000015,true
6,0.37000000000000016,true
6,0.38000000000000017,true
6,0.3900000000000002,true
7,0.01,false
7,0.02,true
7,0.03,true
7,0.04,true
7,0.05,true
7,0.060000000000000005,true
7,0.07,true
7,0.08,true
7,0.09,true
7,0.09999999999999999,true
7,0.10999999999999999,true
7,0.11999999999999998,true
7,0.12999999999999998,true
7,0.13999999999999999,true
7,0.15,true
7,0.16,true
7,0.17,true
7,0.18000000000000002,true
7,0.19000000000000003,true
7,0.20000000000000004,true
7,0.21000000000000005,true
7,0.22000000000000006,true
7,0.23000000000000007,true
7,0.24000000000000007,true
7,0.25000000000000006,true
7,0.26000000000000006,true
7,0.2700000000000001,true
7,0.2800000000000001,true
7,0.2900000000000001,true
7,0.3000000000000001,true
7,0.3100000000000001,true
7,0.3200000000000001,true
7,0.3300000000000001,true
7,0.34000000000000014,true
7,0.35000000000000014,true
7,0.36000000000000015,true
7,0.37000000000000016,true
7,0.38000000000000017,true
7,0.3900000000000002,true
8,0.01,true
8,0.02,true
8,0.03,false
8,0.04,true
8,0.05,false
8,0.060000000000000005,true
8,0.07,true
8,0.08,true
8,0.09,true
8,0.09999999999999999,true
8,0.10999999999999999,true
8,0.11999999999999998,true
8,0.12999999999999998,true
8,0.13999999999999999,true
8,0.15,true
8,0.16,true
8,0.17,true
8,0.18000000000000002,true
8,0.19000000000000003,true
8,0.20000000000000004,true
8,0.21000000000000005,true
8,0.22000000000000006,true
8,0.23000000000000007,true
8,0.24000000000000007,true
8,0.25000000000000006,true
8,0.26000000000000006,true
8,0.2700000000000001,true
8,0.2800000000000001,true
8,0.2900000000000001,true
8,0.3000000000000001,true
8,0.3100000000000001,true
8,0.3200000000000001,true
8,0.3300000000000001,true
8,0.34000000000000014,true
8,0.35000000000000014,true
8,0.36000000000000015,true
8,0.37000000000000016,true
8,0.38000000000000017,true
8,0.3900000000000002,true
9,0.01,true
9,0.02,true
9,0.03,true
9,0.04,true
9,0.05,true
