W,p,caught
1,0.01,false
1,0.02,false
1,0.03,false
1,0.04,false
1,0.05,false
1,0.060000000000000005,true
1,0.07,false
1,0.08,true
1,0.09,false
1,0.09999999999999999,false
1,0.10999999999999999,false
1,0.11999999999999998,false
1,0.12999999999999998,true
1,0.13999999999999999,false
1,0.15,false
1,0.16,false
1,0.17,true
1,0.18000000000000002,false
1,0.19000000000000003,false
1,0.20000000000000004,false
1,0.21000000000000005,true
1,0.22000000000000006,false
1,0.23000000000000007,false
1,0.24000000000000007,true
1,0.25000000000000006,false
1,0.26000000000000006,true
1,0.2700000000000001,false
1,0.2800000000000001,false
1,0.2900000000000001,false
1,0.3000000000000001,true
1,0.3100000000000001,true
1,0.3200000000000001,true
1,0.3300000000000001,true
1,0.34000000000000014,false
1,0.35000000000000014,true
1,0.36000000000000015,false
1,0.37000000000000016,true
1,0.38000000000000017,true
1,0.3900000000000002,true
1,0.4000000000000002,true
1,0.4100000000000002,false
1,0.4200000000000002,true
1,0.4300000000000002,false
1,0.4400000000000002,true
1,0.45000000000000023,true
1,0.46000000000000024,true
1,0.47000000000000025,true
1,0.48000000000000026,true
1,0.49000000000000027,true
1,0.5000000000000002,false
1,0.5100000000000002,true
1,0.5200000000000002,false
1,0.5300000000000002,true
1,0.5400000000000003,true
1,0.5500000000000003,true
1,0.5600000000000003,false
1,0.5700000000000003,false
1,0.5800000000000003,true
1,0.5900000000000003,false
1,0.6000000000000003,true
1,0.6100000000000003,true
1,0.6200000000000003,true
1,0.6300000000000003,true
1,0.6400000000000003,false
1,0.6500000000000004,true
1,0.6600000000000004,true
1,0.6700000000000004,true
1,0.6800000000000004,true
1,0.6900000000000004,false
1,0.7000000000000004,true
1,0.7100000000000004,false
1,0.7200000000000004,true
1,0.7300000000000004,true
1,0.7400000000000004,false
1,0.7500000000000004,true
1,0.7600000000000005,true
1,0.7700000000000005,true
1,0.7800000000000005,true
1,0.7900000000000005,true
2,0.01,false
2,0.02,false
2,0.03,false
2,0.04,true
2,0.05,false
2,0.060000000000000005,true
2,0.07,true
2,0.08,true
2,0.09,false
2,0.09999999999999999,false
2,0.10999999999999999,true
2,0.11999999999999998,true
2,0.12999999999999998,false
2,0.13999999999999999,true
2,0.15,true
2,0.16,true
2,0.17,true
2,0.18000000000000002,false
2,0.19000000000000003,true
2,0.20000000000000004,true
2,0.21000000000000005,true
2,0.22000000000000006,true
2,0.23000000000000007,true
2,0.24000000000000007,true
2,0.25000000000000006,false
2,0.26000000000000006,false
2,0.2700000000000001,true
2,0.2800000000000001,true
2,0.2900000000000001,true
2,0.3000000000000001,false
2,0.3100000000000001,true
2,0.3200000000000001,true
2,0.3300000000000001,true
2,0.34000000000000014,true
2,0.35000000000000014,true
2,0.36000000000000015,true
2,0.37000000000000016,true
2,0.38000000000000017,true
2,0.3900000000000002,true
2,0.4000000000000002,true
2,0.4100000000000002,false
2,0.4200000000000002,true
2,0.4300000000000002,true
2,0.4400000000000002,true
2,0.45000000000000023,true
2,0.46000000000000024,false
2,0.47000000000000025,true
2,0.48000000000000026,true
2,0.49000000000000027,true
2,0.5000000000000002,true
2,0.5100000000000002,true
2,0.5200000000000002,true
2,0.5300000000000002,true
2,0.5400000000000003,true
2,0.5500000000000003,true
2,0.5600000000000003,true
2,0.5700000000000003,true
2,0.5800000000000003,true
2,0.5900000000000003,true
2,0.6000000000000003,true
2,0.6100000000000003,true
2,0.6200000000000003,true
2,0.6300000000000003,true
2,0.6400000000000003,true
2,0.6500000000000004,true
2,0.6600000000000004,true
2,0.6700000000000004,true
2,0.6800000000000004,true
2,0.6900000000000004,true
2,0.7000000000000004,true
2,0.7100000000000004,true
2,0.7200000000000004,true
2,0.7300000000000004,true
2,0.7400000000000004,true
2,0.7500000000000004,true
2,0.7600000000000005,true
2,0.7700000000000005,true
2,0.7800000000000005,true
2,0.7900000000000005,true
3,0.01,false
3,0.02,true
3,0.03,false
3,0.04,false
3,0.05,true
3,0.060000000000000005,false
3,0.07,true
3,0.08,true
3,0.09,false
3,0.09999999999999999,true
3,0.10999999999999999,true
3,0.11999999999999998,true
3,0.12999999999999998,true
3,0.13999999999999999,true
3,0.15,true
3,0.16,true
3,0.17,false
3,0.18000000000000002,true
3,0.19000000000000003,true
3,0.20000000000000004,true
3,0.21000000000000005,true
3,0.22000000000000006,true
3,0.23000000000000007,true
3,0.24000000000000007,true
3,0.25000000000000006,true
3,0.26000000000000006,true
3,0.2700000000000001,true
3,0.2800000000000001,true
3,0.2900000000000001,true
3,0.3000000000000001,true
3,0.3100000000000001,true
3,0.3200000000000001,true
3,0.3300000000000001,true
3,0.34000000000000014,true
3,0.35000000000000014,true
3,0.36000000000000015,true
3,0.37000000000000016,true
3,0.38000000000000017,true
3,0.3900000000000002,true
3,0.4000000000000002,true
3,0.4100000000000002,true
3,0.4200000000000002,true
3,0.4300000000000002,true
3,0.4400000000000002,true
3,0.45000000000000023,true
3,0.46000000000000024,true
3,0.47000000000000025,true
3,0.48000000000000026,true
3,0.49000000000000027,true
3,0.5000000000000002,true
3,0.5100000000000002,true
3,0.5200000000000002,true
3,0.5300000000000002,true
3,0.5400000000000003,true
3,0.5500000000000003,true
3,0.5600000000000003,true
3,0.5700000000000003,true
3,0.5800000000000003,true
3,0.5900000000000003,true
3,0.6000000000000003,true
3,0.6100000000000003,true
3,0.6200000000000003,true
3,0.6300000000000003,true
3,0.6400000000000003,true
3,0.6500000000000004,true
3,0.6600000000000004,true
3,0.6700000000000004,true
3,0.6800000000000004,true
3,0.6900000000000004,true
3,0.7000000000000004,true
3,0.7100000000000004,true
3,0.7200000000000004,true
3,0.7300000000000004,true
3,0.7400000000000004,true
3,0.7500000000000004,true
3,0.7600000000000005,true
3,0.7700000000000005,true
3,0.7800000000000005,true
3,0.7900000000000005,true
4,0.01,true
4,0.02,true
4,0.03,true
4,0.04,true
4,0.05,false
4,0.060000000000000005,true
4,0.07,true
4,0.08,false
4,0.09,true
4,0.09999999999999999,true
4,0.10999999999999999,true
4,0.11999999999999998,true
4,0.12999999999999998,true
4,0.13999999999999999,true
4,0.15,true
4,0.16,true
4,0.17,true
4,0.18000000000000002,true
4,0.19000000000000003,true
4,0.20000000000000004,true
4,0.21000000000000005,true
4,0.22000000000000006,true
4,0.23000000000000007,true
4,0.24000000000000007,true
4,0.25000000000000006,true
4,0.26000000000000006,true
4,0.2700000000000001,true
4,0.2800000000000001,true
4,0.2900000000000001,true
4,0.3000000000000001,true
4,0.3100000000000001,true
4,0.3200000000000001,true
4,0.3300000000000001,true
4,0.34000000000000014,true
4,0.35000000000000014,true
4,0.36000000000000015,true
4,0.37000000000000016,true
4,0.38000000000000017,true
4,0.3900000000000002,true
4,0.4000000000000002,true
4,0.4100000000000002,true
4,0.4200000000000002,true
4,0.4300000000000002,true
4,0.4400000000000002,true
4,0.45000000000000023,true
4,0.46000000000000024,true
4,0.47000000000000025,true
4,0.48000000000000026,true
4,0.49000000000000027,true
4,0.5000000000000002,true
4,0.5100000000000002,true
4,0.5200000000000002,true
4,0.5300000000000002,true
4,0.5400000000000003,true
4,0.5500000000000003,true
4,0.5600000000000003,true
4,0.5700000000000003,true
4,0.5800000000000003,true
4,0.5900000000000003,true
4,0.6000000000000003,true
4,0.6100000000000003,true
